publication_title	print_identifier	online_identifier	first_author	title_url	publisher_name	date_monograph_published_online	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_id	embargo_info	coverage_depth	coverage_notes	publication_type	date_monograph_published_print	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Culture post-coloniale 1961-2006	9782746708952		Pascal Blanchard	http://www.cairn.info/culture-post-coloniale-1961-2006--9782746708952.htm	Autrement	2011-01-01							AUTRE_BLANC_2006_01											
Les jeunes et la sexualité	9782746713666		Véronique Blanchard,	http://www.cairn.info/les-jeunes-et-la-sexualite--97827467136666.htm	Autrement	2011-05-31							AUTRE_BLANC_2010_01											
Peut-on réformer la France ?	9782746708587		Michel Rocard	http://www.cairn.info/peut-on-reformer-la-france--9782746708587.htm	Autrement	2012-04-01							AUTRE_BOLKE_2006_01											
Les Vikings, premiers Européens	9782746707368		Régis Boyer	http://www.cairn.info/les-vikings-premiers-europeens--9782746707368.htm	Autrement	2011-01-01							AUTRE_BOYER_2005_01											
Conflit kurde	9782746712737		Hamit Bozarslan	http://www.cairn.info/conflit-kurde--9782746712737.htm	Autrement	2012-04-01							AUTRE_BOZAR_2009_01											
La France en guerre 1954-1962	9782746711853		Raphaëlle Branche	http://www.cairn.info/la-france-en-guerre-1954-1962--9782746711853.htm	Autrement	2012-04-01							AUTRE_BRANC_2008_01											
Quand l'Allemagne s'est réinventée	9782746714380		Olivier Breton	http://www.cairn.info/quand-l-allemagne-s-est-reinventee--9782746714380.htm	Autrement	2012-04-01							AUTRE_BRETO_2010_01											
Citoyens et Délateurs	9782746707283		Jean-Paul Brodeur	http://www.cairn.info/citoyens-et-delateurs--9782746707283.htm	Autrement	2011-01-01							AUTRE_BRODE_2005_01											
La ronde des jeux et des jouets	9782746711150		Gilles Brougère	http://www.cairn.info/la-ronde-des-jeux-et-des-jouets--9782746711150.htm	Autrement	2011-01-01							AUTRE_BROUG_2008_01											
Le fusillé innocent	9782746712010		Didier Callabre	http://www.cairn.info/le-fusille-innocent--9782746712010.htm	Autrement	2012-04-01							AUTRE_CALLA_2008_01											
Triangles rouges à Auschwitz	9782746706477		Claudine Cardon-Hamet	http://www.cairn.info/triangles-rouges-a-auschwitz--9782746706477.htm	Autrement	2012-04-01							AUTRE_CARDO_2005_01											
S-21 ou le crime impuni des Khmers rouges	9782746701700		David Chandler	http://www.cairn.info/s-21-ou-le-crime-impuni-des-khmers-rouges--9782746701700.htm	Autrement	2012-04-01							AUTRE_CHAND_2002_01											
Peter Pan	9782746713703		Monique Chassagnol	http://www.cairn.info/peter-pan--9782746713703.htm	Autrement	2011-03-01							AUTRE_CHASS_2010_01											
Organisation juive de combat	9782746709027		Catherine Richet	http://www.cairn.info/organisation-juive-de-combat--9782746709027.htm	Autrement	2012-04-01							AUTRE_COLLE_2006_01											
La Bombe	9782746712560		Jean-Marie Collin	http://www.cairn.info/la-bombe--9782746712560.htm	Autrement	2012-04-01							AUTRE_COLLI_2009_01											
Voyages en gastronomies	9782746712188		Julia Csergo	http://www.cairn.info/voyages-en-gastronomies--9782746712188.htm	Autrement	2011-04-01							AUTRE_CSERG_2008_01											
Trop gros ?	9782746712683		Julia Csergo	http://www.cairn.info/trop-gros--9782746712683.htm	Autrement	2011-01-01							AUTRE_CSERG_2009_01											
Pythéas le Grec découvre l'Europe du Nord	9782746703612		Barry Cunliffe	http://www.cairn.info/pytheas-le-grec-decouvre-l-europe-du-nord--9782746703612.htm	Autrement	2012-04-01							AUTRE_CUNLI_2003_01											
Un fascisme anglais	9782746700642		Jan Dalley	http://www.cairn.info/un-fascisme-anglais--9782746700642.htm	Autrement	2012-04-01							AUTRE_DALLE_2001_01											
Des enfants entre eux	9782746712577		Julie Delalande	http://www.cairn.info/enfants-entre-eux--9782746712577.htm	Autrement	2011-01-01							AUTRE_DELAL_2009_01											
Mariages et homosexualités dans le monde	9782746710771		Virginie Descoutures	http://www.cairn.info/mariages-et-homosexualites-dans-le-monde--9782746710771.htm	Autrement	2011-01-01							AUTRE_DESCO_2008_01											
Danses latines	9782746709553		Élisabeth Dorier-Apprill	http://www.cairn.info/danses-latines--9782746709553.htm	Autrement	2012-04-01							AUTRE_DORIE_2007_01											
Que veut la Turquie ?	9782746712300		Gilles Dorronsoro	http://www.cairn.info/que-veut-la-turquie--9782746712300.htm	Autrement	2012-04-01							AUTRE_DORRO_2009_01											
Missionnaires chrétiens	9782746710795		Françoise Douaire-Marsaudon	http://www.cairn.info/missionnaires-chretiens--9782746710795.htm	Autrement	2011-04-01							AUTRE_DOUAI_2008_01											
Quand nos parents vieillissent	9782746709867		Pascal Dreyer	http://www.cairn.info/quand-nos-parents-vieillissent--9782746709867.htm	Autrement	2011-04-01							AUTRE_DREYE_2007_01											
Faut-il faire son deuil ?	9782746713222		Pascal Dreyer	http://www.cairn.info/faut-il-faire-son-deuil--9782746713222.htm	Autrement	2011-01-01							AUTRE_DREYE_2009_01											
Occupation et répression militaire allemandes	9782746709300		Gaël Eismann	http://www.cairn.info/occupation-et-repression-militaire-allemandes--9782746709300.htm	Autrement	2011-03-30							AUTRE_EISMA_2007_01											
Militants de la Bible aux États-Unis	9782746705357		Sébastien Fath	http://www.cairn.info/militants-de-la-bible-aux-etats-unis--9782746705357.htm	Autrement	2013-04-02							AUTRE_FATH_2004_01											
Dieu XXL	9782746709737		Sébastien Fath	http://www.cairn.info/dieu-xxl--9782746709737.htm	Autrement	2012-04-01							AUTRE_FATH_2008_01											
Les maras, gangs d'enfants	9782746707955		Frédéric Faux	http://www.cairn.info/les-maras-gangs-d-enfants--9782746707955.htm	Autrement	2012-04-01							AUTRE_FAUX_2006_01											
L'Égypte entre démocratie et islamisme	9782746711907		Jean-Noël Ferrié	http://www.cairn.info/l-egypte-entre-democratie-et-islamisme--9782746711907.htm	Autrement	2012-04-01							AUTRE_FERRI_2008_01											
Les cultures du volant XXe-XXIe siecles	9782746711839		Mathieu Flonneau	http://www.cairn.info/les-cultures-du-volant-xxe-xxie-siecles--9782746711839.htm	Autrement	2012-04-01							AUTRE_FLONN_2008_01											
L'Africaine blanche 1891-1986	9782746705708		François-Xavier Freland	http://www.cairn.info/l-africaine-blanche-1891-1986--9782746705708.htm	Autrement	2012-04-01							AUTRE_FRELA_2004_01											
Le métissage par le foot	9782746711662		Yvan Gastaut	http://www.cairn.info/le-metissage-par-le-foot--9782746711662.htm	Autrement	2012-04-01							AUTRE_GASTA_2008_01											
Une culture bourgeoise	9782746706309		Peter Gay	http://www.cairn.info/une-culture-bourgeoise--9782746706309.htm	Autrement	2012-04-01							AUTRE_GAY_2005_01											
Camps de femmes	9782746700284		Mechtild Gilzmer	http://www.cairn.info/camps-de-femmes--9782746700284.htm	Autrement	2012-04-01							AUTRE_GILZM_2000_01											
Mémoires de pierre	9782746713178		Mechtild Gilzmer	http://www.cairn.info/memoires-de-pierre--9782746713178.htm	Autrement	2013-04-02							AUTRE_GILZM_2009_01											
Quelle justice pour les enfants délinquants ?	9782746714052		Claude Goasguen	http://www.cairn.info/quelle-justice-pour-les-enfants-delinquants--9782746714052.htm	Autrement	2012-04-01							AUTRE_GOASG_2010_01											
Spoliations et restitutions des biens juifs en Europe	9782746709188		Constantin Goschler	http://www.cairn.info/spoliations-et-restitutions-des-biens-juifs-en-eur--9782746709188.htm	Autrement	2011-04-01							AUTRE_GOSCH_2007_01											
Les corps d'été	9782746712713		Christophe Granger	http://www.cairn.info/les-corps-d-ete--9782746712713.htm	Autrement	2012-04-01							AUTRE_GRANG_2009_01											
Les nouveaux terroristes	9782746714335		Mathieu Guidère	http://www.cairn.info/les-nouveaux-terroristes--9782746714335.htm	Autrement	2012-04-01							AUTRE_GUIDE_2010_01											
Les dézingués	9782746708273		Marc Hatzfeld	http://www.cairn.info/les-dezingues--9782746708273.htm	Autrement	2012-04-01							AUTRE_HATZF_2006_01											
La culture des cités	9782746708860		Marc Hatzfeld	http://www.cairn.info/la-culture-des-cites--9782746708860.htm	Autrement	2012-04-01							AUTRE_HATZF_2006_02											
Chrétiens du monde arabe	9782746703902		Bernard Heyberger	http://www.cairn.info/chretiens-du-monde-arabe--9782746703902.htm	Autrement	2011-01-01							AUTRE_HEYBE_2003_01											
Les conservateurs américains se mobilisent	9782746711457		Romain Huret	http://www.cairn.info/les-conservateurs-americains-se-mobilisent--9782746711457.htm	Autrement	2011-01-24							AUTRE_HURET_2008_01											
Écouter l'autisme	9782746712232		Anne Idoux-Thivet	http://www.cairn.info/ecouter-l-autisme--9782746712232.htm	Autrement	2012-04-01							AUTRE_IDOUX_2009_01											
Arcadie	9782746713277		Julian Jackson	http://www.cairn.info/arcadie--9782746713277.htm	Autrement	2013-04-02							AUTRE_JACKS_2009_01											
New Delhi et le monde	9782746711969		Christophe Jaffrelot	http://www.cairn.info/new-delhi-et-le-monde--9782746711969.htm	Autrement	2011-03-24							AUTRE_JAFFR_2008_01											
Soldats en Algérie 1954-1962	9782862609324		Jean-Charles Jauffret	http://www.cairn.info/soldats-en-algerie-1954-1962--9782862609324.htm	Autrement	2011-04-01							AUTRE_JAUFF_2000_01											
Des hommes et des femmes en guerre d'Algérie	9782746704213		Jean-Charles Jauffret	http://www.cairn.info/des-hommes-et-des-femmes-en-guerre-d-algerie--9782746704213.htm	Autrement	2012-04-01							AUTRE_JAUFF_2003_01											
Ces officiers qui ont dit non à la torture	9782746707184		Jean-Charles Jauffret	http://www.cairn.info/ces-officiers-qui-ont-dit-non-a-la-torture--9782746707184.htm	Autrement	2012-04-01							AUTRE_JAUFF_2005_01											
Afghanistan 2001-2010	9782746713727		Jean-Charles Jauffret	http://www.cairn.info/afghanistan-2001-2010--9782746713727.htm	Autrement	2012-04-01							AUTRE_JAUFF_2010_01											
La voix	9782746712096		Anne Karpf	http://www.cairn.info/la-voix--9782746712096.htm	Autrement	2012-04-01							AUTRE_KARPF_2008_01											
Vichy et la chasse aux espions nazis	9782746705883		Simon Kitson	http://www.cairn.info/vichy-et-la-chasse-aux-espions-nazis--9782746705883.htm	Autrement	2012-04-01							AUTRE_KITSO_2005_01											
L'Italie des années de plomb	9782746713833		Marc Lazar	http://www.cairn.info/l-italie-des-annees-de-plomb--9782746713833.htm	Autrement	2011-04-27							AUTRE_LAZAR_2010_01											
Cultures adolescentes	9782746711860		David Le Breton	http://www.cairn.info/cultures-adolescentes--9782746711860.htm	Autrement	2013-04-02							AUTRE_LEBRE_2008_01											
Le retour des camps ?	9782746709263		Olivier Le Cour Grandmaison	http://www.cairn.info/le-retour-des-camps--9782746709263.htm	Autrement	2011-01-01							AUTRE_LECOU_2007_01											
Chiisme et politique au moyen-orient	9782746710870		Laurence Louër	http://www.cairn.info/chiisme-et-politique-au-moyen-orient--9782746710870.htm	Autrement	2012-04-01							AUTRE_LOUER_2008_01											
Pétrole brut	9782746713819		Peter Maass	http://www.cairn.info/petrole-brut--9782746713819.htm	Autrement	2012-04-01							AUTRE_MAASS_2010_01											
La fête techno	9782746705043		Béatrice Mabilon-Bonfils	http://www.cairn.info/la-fete-techno--9782746705043.htm	Autrement	2011-01-01							AUTRE_MABIL_2004_01											
Énigmatique Japon	9782746712287		Alan Macfarlane	http://www.cairn.info/enigmatique-japon--9782746712287.htm	Autrement	2012-04-01							AUTRE_MACFA_2009_01											
Que sont devenus les paysans ?	9782746706040		Geert Mak	http://www.cairn.info/que-sont-devenus-les-paysans--9782746706040.htm	Autrement	2012-04-01							AUTRE_MAK_2005_01											
La guerre civile russe (1917-1922)	9782746706248		Jean-Jacques Marie	http://www.cairn.info/la-guerre-civile-russe-1917-1922--9782746706248.htm	Autrement	2012-04-01							AUTRE_MARIE_2005_01											
Juges, bourreaux, victimes	9782746712072		Stéphanie Maupas	http://www.cairn.info/juges-bourreaux-victimes--9782746712072 .htm	Autrement	2012-04-01							AUTRE_MAUPA_2008_01											
Comment fonctionne la Russie ?	9782746703803		Marie Mendras	http://www.cairn.info/comment-fonctionne-la-russie--9782746703803.htm	Autrement	2011-01-01							AUTRE_MENDR_2003_01											
L'Andalousie arabe VIIIe-XVe siècle	9782746703681		María Rosa Menocal	http://www.cairn.info/l-andalousie-arabe--9782746703681.htm	Autrement	2012-04-01							AUTRE_MENOC_2003_01											
La généalogie	9782746703780		Marie-Odile Mergnac	http://www.cairn.info/la-genealogie--9782746703780.htm	Autrement	2011-01-01							AUTRE_MERGN_2003_01											
Vies privées des Égyptiens 1539-1075	9782746702226		Lynn Meskell	http://www.cairn.info/vies-privees-des-egyptiens-1539-1075--9782746702226.htm	Autrement	2012-04-01							AUTRE_MESKE_2002_01											
Petites filles d'aujourd'hui	9782746712294		Catherine Monnot	http://www.cairn.info/petites-filles-d-aujourd-hui--9782746712294.htm	Autrement	2012-04-01							AUTRE_MONNO_2009_01											
Le baiser	9782746706514		Alain Montandon	http://www.cairn.info/le-baiser--9782746706514.htm	Autrement	2012-04-01							AUTRE_MONTA_2005_01											
1939-1945 : combats de femmes	9782746701434		Évelyne Morin-Rotureau	http://www.cairn.info/1939-1945-combats-de-femmes--9782746701434.htm	Autrement	2013-04-02							AUTRE_MORIN_2001_01											
Combats de femmes 1789-1799	9782746703971		Évelyne Morin-Rotureau	http://www.cairn.info/combats-de-femmes-1789-1799--9782746703971.htm	Autrement	2011-01-01							AUTRE_MORIN_2003_01											
Combats de femmes 1914-1918	9782746705159		Évelyne Morin-Rotureau	http://www.cairn.info/combats-de-femmes-1914-1918--9782746705159.htm	Autrement	2011-01-01							AUTRE_MORIN_2004_01											
Le football dans nos sociétés	9782746707894		Yvan Gastaut	http://www.cairn.info/le-football-dans-nos-societes--9782746707894.htm	Autrement	2011-01-01							AUTRE_MOURL_2006_01											
Oublier nos crimes	9782746702837		Dimitri Nicolaïdis	http://www.cairn.info/oublier-nos-crimes--9782746702837.htm	Autrement	2012-04-01							AUTRE_NICOL_2002_01											
L'industrie de la punition	9782746703070		Christie Nils	http://www.cairn.info/l-industrie-de-la-punition--9782746703070.htm	Autrement	2012-04-01							AUTRE_NILS_2003_01											
Enfants, sexe innocent ?	9782746705586		Marcela Palacios	http://www.cairn.info/enfants-sexe-innocent--9782746705586.htm	Autrement	2011-01-01							AUTRE_PALAC_2005_01											
Consommer moins, consommer mieux	9782746713512			http://www.cairn.info/consommer-moins-consommer-mieux--9782746713512.htm	Autrement	2012-04-01							AUTRE_PAPIN_2009_01											
Des corps urbains	9782746708457		Thierry Paquot	http://www.cairn.info/des-corps-urbains--9782746708457.htm	Autrement	2012-04-01							AUTRE_PAQUO_2006_01											
Cultures lycéennes	9782746706033		Dominique Pasquier	http://www.cairn.info/cultures-lyceennes--9782746706033.htm	Autrement	2012-04-01							AUTRE_PASQU_2005_01											
Europa mon amour	9782746713147			http://www.cairn.info/europa-mon-amour--9782746713147.htm	Autrement	2011-01-01							AUTRE_PETRI_2009_01											
L'Empire khazar	9782746706330		Jacques Piatigorsky	http://www.cairn.info/l-empire-khazar--9782746706330.htm	Autrement	2011-01-01							AUTRE_PIATI_2005_01											
Le Grand Jeu	9782746710887		Jacques Piatigorsky	http://www.cairn.info/grand-jeu-xixe-siecle--9782746710887.htm	Autrement	2012-04-01							AUTRE_PIATI_2009_01											
« Je cherche les traces de ma mère »	9782746707917		Caroline Piketty	http://www.cairn.info/je-cherche-les-traces-de-ma-mere--9782746707917.htm	Autrement	2012-04-01							AUTRE_PICKE_2006_01											
Autrement capables	9782746713192		Éric Plaisance	http://www.cairn.info/autrement-capables--9782746713192.htm	Autrement	2012-04-01							AUTRE_PLAISA_2009_01											
La fin de l'innocence	9782746711952		Jean-Yves Potel	http://www.cairn.info/fin de linnocence--9782746711952.htm	Autrement	2012-04-01							AUTRE_POTEL_2009_01											
Le travail en prison	9782746713604		Gonzague Rambaud	http://www.cairn.info/le-travail-en-prison--9782746713604.htm	Autrement	2012-04-01							AUTRE_RAMBA_2010_01											
Hommes et masculinités de 1789 à nos jours	9782746709881		Régis Revenin	http://www.cairn.info/hommes-et-masculinites-de-1789-a-nos-jours--9782746709881.htm	Autrement	2011-01-01							AUTRE_REVEN_2007_01											
Les détenus et leurs proches	9782746711280		Gwénola Ricordeau	http://www.cairn.info/les-detenus-et-leurs-proches--9782746711280.htm	Autrement	2012-04-01							AUTRE_RICOR_2008_01											
1948 : la guerre de Palestine	9782746702400		Eugene L. Rogan	http://www.cairn.info/1948-la-guerre-de-palestine--9782746702400.htm	Autrement	2011-01-01							AUTRE_ROGAN_2002_01											
Le pouvoir fascinant des histoires	9782746713406		Marie Saint-Dizier	http://www.cairn.info/le-pouvoir-fascinant-des-histoires--9782746713406.htm	Autrement	2012-04-01							AUTRE_SAINT_2009_01											
Barbie, Touvier, Papon	9782746702639		Jean-Paul Jean	http://www.cairn.info/barbie-touvier-papon--9782746702639.htm	Autrement	2011-01-01							AUTRE_SALAS_2002_01											
Femmes musulmanes	9782746710122		Diane Sambron	http://www.cairn.info/femmes-musulmanes--9782746710122.htm	Autrement	2013-04-02							AUTRE_SAMBR_2007_01											
Nice cosmopolite 1860-2010	9782746713970		Ralph Schor	http://www.cairn.info/nice-cosmopolite--9782746713970.htm	Autrement	2012-04-01							AUTRE_SCHOR_2010_01											
L'aventure scopitone 1957-1983	9782746713963		Jean-Charles Scagnetti	http://www.cairn.info/l-aventure-scopitone-1957-1983--9782746713963.htm	Autrement	2012-04-01							AUTRE_SCHOR_2010_02											
Éco-tech	9782746713437		Anne Sengès	http://www.cairn.info/eco-tech--9782746713437.htm	Autrement	2012-04-01							AUTRE_SENGE_2009_01											
Fascismes français ?	9782746704527		Robert Soucy	http://www.cairn.info/fascismes-francais--9782746704527.htm	Autrement	2012-04-01							AUTRE_SOUCY_2004_01											
Le temps des HLM 1945-1975	9782746709515		Thibault Tellier	http://www.cairn.info/le-temps-des-hlm-1945-1975--9782746709515.htm	Autrement	2012-04-01							AUTRE_TELLI_2007_01											
Sept jours dans le monde de l'art	9782746712959		Sara Thornton	http://www.cairn.info/sept-jours-dans-le-monde-de-l-art--9782746712959.htm	Autrement	2012-04-01							AUTRE_THORN_2009_01											
Moscou et le monde	9782746710740		Isabelle Facon	http://www.cairn.info/moscou-et-le-monde--9782746710740.htm	Autrement	2012-04-01							AUTRE_TINGU_2008_01											
L'invention de la culture hétérosexuelle	9782746712041		Louis-Georges Tin	http://www.cairn.info/l-invention-de-la-culture-heterosexuelle--9782746712041.htm	Autrement	2012-04-01							AUTRE_TIN_2008_01											
Du phonographe au MP3	9782746711211		Ludovic Tournès	http://www.cairn.info/du-phonographe-au-mp3--9782746711211.htm	Autrement	2012-04-01							AUTRE_TOURN_2008_01											
L'argent de l'influence	9782746714410		Ludovic Tournès	http://www.cairn.info/l-argent-de-l-influence--9782746714410.htm	Autrement	2012-04-01							AUTRE_TOURN_2010_02											
Mai-juin 1940	9782746714090		Maurice Vaïsse	http://www.cairn.info/mai-juin-1940--9782746714090.htm	Autrement	2011-05-31							AUTRE_VAISS_2010_01											
Hollywood, le Pentagone et Washington	9782746714151		Jean-Michel Valantin	http://www.cairn.info/hollywood-le-pentagone-et-washington--9782746714151.htm	Autrement	2012-04-01							AUTRE_VALAN_2010_01											
La mode des sixties	9782746710153		Dominique Veillon	http://www.cairn.info/la-mode-des-sixties--9782746710153.htm	Autrement	2011-04-01							AUTRE_VEILL_2007_01											
Vengeance	9782746704404		Raymond Verdier	http://www.cairn.info/vengeance--9782746704404.htm	Autrement	2011-04-01							AUTRE_VERDI_2004_01											
Pour une gouvernance mondiale	9782746714526		Jean-Marc Vittori	http://www.cairn.info/pour-une-gouvernance-mondiale--9782746714526.htm	Autrement	2012-04-01							AUTRE_VITTO_2010_01											
Haïti n'existe pas	9782746711389		Christophe Wargny	http://www.cairn.info/haiti-n-existe-pas--9782746711389.htm	Autrement	2012-04-01							AUTRE_WARGN_2008_01											
Germaine Tillion, une femme-mémoire	9782746703186		Nancy Wood	http://www.cairn.info/germaine-tillion-une-femme-memoire--9782746703186.htm	Autrement	2012-04-01							AUTRE_WOOD_2003_01											
L'empereur de l'armée enterrée	9782746711464		Frances Wood	http://www.cairn.info/l-empereur-de-l-armee-enterree--9782746711464.htm	Autrement	2012-04-01							AUTRE_WOOD_2008_01											
La Route du Jade	9782746700970		Thierry Zarcone	http://www.cairn.info/la-route-du-jade--9782746700970.htm	Autrement	2012-04-01							AUTRE_ZARCO_2001_01											
De la mesure à la norme : les indicateurs du développement	9786169078142		Philippe Bourmaud	http://www.cairn.info/de-la-mesure-a-la-norme--9786169078142.htm	BSN Press	2012-11-25							BSN_BOURM_2011_01											
Lieux de mémoire antiques et médiévaux	9786169078180		Bernard Andenmatten	http://www.cairn.info/lieux-de-memoire-antiques-et-medievaux--9786169078180.htm	BSN Press	2012-11-25							BSN_NDENM_2012_01											
Économie de l'environnement et du développement durable	9782804131326	9782804179052	Lahsen Abdelmalki	http://www.cairn.info/economie-de-l-environnement-et-du-developpement--9782804131326.htm	De Boeck Supérieur	2013-04-02							DBU_ABDEL_2010_01											
Grammaire des métamorphoses	9782801112847	9782801117194	Guy Achard-Bayle	http://www.cairn.info/grammaire-des-metamorphoses--9782801112847.htm	De Boeck Supérieur	2013-04-02							DBU_ACHAR_2001_01											
Le défi des maladies non transmissibles chroniques et la politique publique	9782804156831	9782804187026	Olusoji Adeyi	http://www.cairn.info/le-defi-des-maladies-non-transmissibles-chronique--9782804156831.htm	De Boeck Supérieur	2011-11-10							DBU_ADEYI_2008_01											
BECS : Batterie d'évaluation cognitive et socio-émotionnelle	9782804159078	9782804173388	Jean-Louis Adrien	http://www.cairn.info/batterie-d-evaluation-cognitive--9782804159078.htm	De Boeck Supérieur	2010-04-01							DBU_ADRIE_2008_01											
Psychopédagogie de l'écoute musicale	9782804101954	9782804180140	Kémâl Afsin	http://www.cairn.info/psychopedagogie-de-l-ecoute-musicale--9782804101954.htm	De Boeck Supérieur	2011-11-16							DBU_AFSIN_2009_01											
Stratifier le social	9782804153427	9782804179021	Luc Albarello	http://www.cairn.info/stratifier-le-social--9782804153427.htm	De Boeck Supérieur	2012-04-01							DBU_ALBAR_2007_01											
Polémique et rhétorique	9782801116364	9782801116869	Luce Albert	http://www.cairn.info/polemique-et-rhetorique--9782801116364.htm	De Boeck Supérieur	2012-04-01							DBU_ALBERT_2010_01											
Formateurs d'enseignants	9782804138363	9782804173937	Marguerite Altet	http://www.cairn.info/formateurs-d-enseignants--9782804138363.htm	De Boeck Supérieur	2010-04-01							DBU_ALTET_2002_01											
Conventions & management	9782804143398	9782804178055	Marc Amblard	http://www.cairn.info/conventions-et-management--9782804143398.htm	De Boeck Supérieur	2012-04-01							DBU_AMBLA_2003_01											
Système d'information de l'entreprise	9782804149727	9782804179755	Hugues Angot	http://www.cairn.info/systeme-d-information-de-l-entreprise--9782804149727.htm	De Boeck Supérieur	2012-04-01							DBU_ANGOT_2006_01											
Apprentissage organisationnel	9782744500398	9782804180126	Chris Argyris	http://www.cairn.info/apprentissage-organisationnel--9782744500398.htm	De Boeck Supérieur	2013-04-02							DBU_ARGYR_2001_01											
Les sociétés animales	9782804128616	9782804177829	Serge Aron	http://www.cairn.info/les-societes-animales--9782804128616.htm	De Boeck Supérieur	2012-04-01							DBU_ARON_2009_01											
Françoise Dolto et l'image inconsciente du corps	9782804150570	9782804178383	Laurence Arzel Nadal	http://www.cairn.info/francoise-dolto-et-l-image-inconsciente-du-corps--9782804150570.htm	De Boeck Supérieur	2012-04-01							DBU_ARZEL_2006_01											
